813.5,772.5,791.5,827.5,842.5,827.5
808.5,772.5,781.5,822.5,837.5,822.5
775,767.5,788.5,822.5,837.5,822.5
780,767.5,794.5,822.5,837.5,822.5
778.5,787.5,798.5,837.5,852.5,837.5
843.5,787.5,798.5,837.5,852.5,837.5
843.5,787.5,803.5,837.5,852.5,837.5
791,787.5,798.5,837.5,852.5,837.5
802.5,787.5,803.5,837.5,852.5,837.5
798,792.5,811.5,842.5,857.5,842.5
796,792.5,815.5,842.5,857.5,842.5
802.5,797.5,818.5,847.5,862.5,847.5
804.5,797.5,818.5,847.5,862.5,847.5
813,797.5,828.5,847.5,862.5,847.5
813.5,797.5,831,862.5,877.5,862.5
813.5,797.5,833,862.5,877.5,862.5
824,802.5,824.5,817.5,832.5,817.5
801.5,787.5,814,842.5,857.5,842.5
808,787.5,807,842.5,857.5,842.5
794.5,777.5,805,832.5,847.5,832.5
786.5,777.5,795,832.5,847.5,832.5
792.5,787.5,806.5,842.5,857.5,842.5
790.5,797.5,813.5,847.5,862.5,847.5
797,797.5,823.5,847.5,862.5,847.5
785,772.5,801.5,827.5,842.5,827.5
798,772.5,786.5,827.5,842.5,827.5
784.5,782.5,799.5,832.5,847.5,832.5
782.5,777.5,793.5,827.5,842.5,827.5
786,777.5,803.5,827.5,842.5,827.5
788,772.5,795,822.5,837.5,822.5
776,772.5,785,822.5,837.5,822.5
783.5,782.5,796.5,832.5,847.5,832.5
776.5,772.5,792,822.5,837.5,822.5
774,772.5,786,822.5,837.5,822.5
767.5,757.5,786.5,812.5,827.5,812.5
771.5,757.5,771.5,812.5,827.5,812.5
776.5,767.5,786.5,817.5,832.5,817.5
754.5,742.5,771.5,807.5,807.5,807.5
753.5,742.5,761.5,807.5,807.5,807.5
739,737.5,766.5,787.5,802.5,787.5
742.5,737.5,766.5,787.5,802.5,787.5
758,737.5,763.5,792.5,807.5,792.5
750.5,737.5,758.5,787.5,802.5,787.5
760,737.5,763.5,787.5,802.5,787.5
770.5,747.5,770,802.5,817.5,802.5
758,747.5,765,802.5,817.5,802.5
763,742.5,766.5,797.5,812.5,797.5
748,742.5,761.5,797.5,812.5,797.5
751,742.5,771.5,797.5,812.5,797.5
743,732.5,755.5,782.5,797.5,782.5
737.5,732.5,743.5,782.5,797.5,782.5
735.5,727.5,751.5,777.5,792.5,777.5
738.5,732.5,759,782.5,797.5,782.5
745.5,732.5,742,782.5,797.5,782.5
741.5,732.5,751.5,787.5,802.5,787.5
735.5,732.5,766.5,787.5,802.5,787.5
737.5,737.5,758.5,787.5,802.5,787.5
733,727.5,743.5,777.5,792.5,777.5
734.5,727.5,743.5,777.5,792.5,777.5
728.5,717.5,740,772.5,787.5,772.5
717.5,717.5,745,772.5,787.5,772.5
709.5,687.5,725,747.5,762.5,747.5
702.5,702.5,723.5,757.5,772.5,757.5
697,702.5,733.5,757.5,772.5,757.5
680,662.5,701.5,717.5,732.5,717.5
681,662.5,656.5,717.5,732.5,717.5
680.5,657.5,685,712.5,727.5,712.5
680,657.5,682.5,712.5,727.5,712.5
677.5,657.5,699.5,712.5,727.5,712.5
675,657.5,674.5,712.5,727.5,712.5
680,657.5,684.5,712.5,727.5,712.5
690.5,667.5,703.5,737.5,752.5,737.5
687,667.5,696.5,722.5,737.5,722.5
687.5,667.5,686.5,722.5,737.5,722.5
685,667.5,691.5,722.5,737.5,722.5
688.5,667.5,686.5,722.5,737.5,722.5
676,657.5,691.5,727.5,742.5,727.5
675.5,667.5,693.5,722.5,737.5,722.5
677,667.5,693.5,722.5,737.5,722.5
682.5,692.5,703.5,737.5,752.5,737.5
682.5,692.5,703.5,737.5,752.5,737.5
694.5,692.5,723.5,737.5,752.5,737.5
704,707.5,725,762.5,777.5,762.5
715.5,707.5,740,762.5,777.5,762.5
715,717.5,735,772.5,787.5,772.5
711.5,717.5,735,772.5,787.5,772.5
711.5,717.5,710,772.5,787.5,772.5
713,707.5,720,762.5,777.5,762.5
709.5,707.5,735,762.5,777.5,762.5
699,687.5,715,752.5,767.5,752.5
699.5,687.5,715,752.5,767.5,752.5
698.5,692.5,708.5,742.5,757.5,742.5
696,677.5,706.5,737.5,752.5,737.5
695,677.5,701.5,737.5,752.5,737.5
703,687.5,715,747.5,762.5,747.5
709.5,687.5,720,747.5,762.5,747.5
707.5,687.5,710,747.5,762.5,747.5
689.5,667.5,703.5,732.5,747.5,732.5
682,667.5,683.5,732.5,747.5,732.5
681.5,667.5,691.5,722.5,737.5,722.5
,,,,,
